X,Y,D
0.000280165,0.00132217,7.04286e-05
7.28647e-05,0.000391196,4.94352e-05
0.000197747,0.0014023,5.81713e-05
0.000255798,0.000460425,5.70541e-05
0.000139396,0.000435301,5.02467e-05
0.000528551,0.000176165,4.91387e-05
0.000493877,0.00060765,4.2449e-05
0.000694551,0.00137734,4.6611e-05
0.000301101,0.000307886,6.41403e-05
0.000494335,0.000907802,4.42046e-05
0.000342325,0.000716845,7.01865e-05
0.00011657,0.000669953,3.78525e-05
0.000559367,0.000901583,4.57463e-05
0.000756314,0.000814495,3.65321e-05
0.000753484,0.000599116,5.53065e-05
0.000506136,0.0016525,3.87273e-05
0.000180321,0.00115252,6.25534e-05
7.67853e-05,0.000522893,5.19899e-05
0.000535,0.000952827,4.60684e-05
0.000581001,0.00120878,3.94552e-05
0.000573873,0.000529591,4.72394e-05
0.000615223,0.000353014,3.63727e-05
6.72267e-05,0.000873284,4.85027e-05
0.000117346,0.000340321,3.68847e-05
0.000726472,0.00132992,5.29043e-05
0.00060991,0.000775759,3.63406e-05
7.74528e-05,0.00101838,6.60049e-05
0.0004406,0.000185471,3.367e-05
0.000215216,0.000693195,3.03942e-05
0.000523936,0.00113295,5.02007e-05
0.000634238,0.000441451,6.08395e-05
0.000176974,0.00123389,3.74979e-05
0.000180007,0.000545059,6.19556e-05
0.000311074,0.000183431,6.10714e-05
6.20444e-05,0.0014452,4.19337e-05
0.000605975,0.00116509,4.99163e-05
0.00045492,0.000137993,3.86253e-05
0.000204555,0.000646002,5.44989e-05
0.000155284,0.000963475,4.58994e-05
0.000678019,0.00163305,4.29856e-05
0.000552529,0.000272879,5.1993e-05
0.000213683,0.000262207,3.8275e-05
0.000385812,0.000225488,6.64586e-05
0.00067709,0.000282626,4.86605e-05
0.000777492,0.000129211,4.00646e-05
0.000626843,0.00156889,3.73189e-05
0.000626551,0.000877142,3.68529e-05
9.10029e-05,0.00045253,4.8992e-05
0.00023057,0.000981754,5.87073e-05
0.000236566,0.00112359,5.15146e-05
0.00044575,0.00131241,5.29485e-05
0.000306228,0.000795027,5.12145e-05
0.000753247,0.00161836,5.80299e-05
0.000138139,0.00142192,4.1633e-05
0.000302608,0.0012186,4.44309e-05
0.000324778,0.00093942,3.36098e-05
0.000217045,0.00135822,3.40006e-05
0.00075804,0.000364895,6.51324e-05
0.000675095,0.00123865,4.11099e-05
0.000624986,0.000178597,3.64209e-05
0.000441705,0.00156106,3.57284e-05
0.000128509,0.00119691,4.66717e-05
0.000349675,0.000415383,7.49203e-05
0.000240437,0.000782938,6.36674e-05
0.000458728,0.000771594,5.42225e-05
0.000356697,0.00165381,3.76047e-05
0.000533726,0.000830654,5.30801e-05
0.000747535,0.00118439,5.73305e-05
0.000486608,0.000344189,6.07354e-05
0.000173255,0.000146044,3.71896e-05
0.000574463,0.000117135,3.76212e-05
0.000441188,0.000861719,3.34732e-05
0.000429812,0.00124613,3.85324e-05
0.000513524,0.00157144,5.5964e-05
0.00026873,0.00104869,5.35617e-05
0.000666585,0.000925038,5.43733e-05
0.000315001,0.000556098,4.33337e-05
0.000481576,0.000853514,3.58744e-05
0.000542847,0.000578411,5.60598e-05
0.000105245,0.00137876,4.22256e-05
0.000263591,0.00146612,3.82287e-05
0.000496019,0.000706702,5.68312e-05
0.000659873,0.00148045,4.60757e-05
0.000779397,0.00108357,4.30774e-05
0.000332382,0.00145104,5.67267e-05
0.000418439,0.00110274,5.86363e-05
0.000253748,0.000544452,3.76875e-05
0.000182172,0.00128746,5.75148e-05
0.000534875,0.000640134,4.51765e-05
0.000273386,0.00159783,6.63942e-05
0.000521422,0.00141806,5.09193e-05
0.000686099,0.00012121,4.67533e-05
0.000613968,0.000280162,4.81712e-05
0.000258206,0.000850847,4.55042e-05
0.000515079,0.000999464,4.33329e-05
0.000350819,0.00124452,4.28883e-05
0.000663756,0.00110778,5.42599e-05
0.00015715,0.000498049,3.77329e-05
0.000563071,0.00020842,3.33564e-05
0.000105891,0.00165238,5.35726e-05
9.10142e-05,0.000261092,5.58713e-05
0.000323005,0.000236581,2.6862e-05
0.000282164,0.00142232,4.4859e-05
0.000775465,0.00137813,5.48716e-05
0.000573411,0.00138185,5.26273e-05
0.000407184,0.000393483,4.79828e-05
0.000769315,0.001674,5.29918e-05
0.000207906,0.00103903,4.33178e-05
0.000455512,0.00163366,5.50464e-05
0.000468481,0.000286915,5.6112e-05
0.000193975,0.000400002,4.67395e-05
0.000710604,0.00113478,4.34466e-05
0.000750617,0.00101163,4.66744e-05
0.000772742,8.66515e-05,3.4062e-05
0.000248485,0.00125182,5.07896e-05
0.000290866,0.000381213,5.16412e-05
0.000619185,0.00107241,5.21422e-05
9.21821e-05,0.000618622,4.94395e-05
0.000142668,0.000595255,5.87763e-05
0.000795888,0.000500379,4.6545e-05
0.00067295,0.000172897,4.77005e-05
0.000195021,0.000438962,2.20508e-05
0.00050358,0.00151016,5.78718e-05
0.000610346,0.00134513,4.20868e-05
0.000197496,0.000739139,3.0902e-05
0.000718574,0.000644821,5.75876e-05
0.000783937,0.000559228,3.33836e-05
0.000481643,0.000957102,2.41218e-05
0.000243595,0.00150463,4.73903e-05
0.0004065,9.04917e-05,5.68595e-05
0.000777298,0.00154411,3.90066e-05
6.63335e-05,0.00107901,4.67848e-05
0.00015796,0.00150884,4.48856e-05
0.000500326,0.00118125,3.49986e-05
0.000266447,0.00138026,4.33508e-05
0.000290177,0.0009985,5.03574e-05
0.000171254,0.000902077,3.41741e-05
0.000364869,0.000822479,5.13611e-05
0.000758132,0.00126574,4.15975e-05
0.000386104,0.00076967,4.29251e-05
0.000581004,0.00158899,4.77399e-05
0.00017872,0.0014685,4.41412e-05
0.000745037,0.000184435,4.88115e-05
0.000225124,0.000893285,3.69268e-05
0.000460363,0.000386848,3.83923e-05
0.000719325,0.000872759,5.12125e-05
0.000783336,0.000920723,3.87539e-05
0.00066862,0.000608455,5.19289e-05
0.000479207,0.00104074,3.25977e-05
0.000129825,0.000290033,3.23835e-05
0.00032163,0.00154638,4.89764e-05
0.000125858,0.00103137,2.94158e-05
0.000664529,0.00152419,2.12601e-05
0.000113161,0.000133914,2.38478e-05
0.000154403,0.000378485,4.18163e-05
0.000631337,9.03171e-05,5.2508e-05
0.000794268,0.00130597,5.55078e-05
0.000776922,0.000760441,4.52115e-05
0.000291745,0.000133202,3.93628e-05
0.000319415,0.000844534,3.63829e-05
0.000250066,0.000716398,3.69864e-05
0.000332254,0.000606109,5.12089e-05
0.00069635,0.000404173,5.59607e-05
0.000477278,0.000192997,3.98731e-05
8.15613e-05,0.0011324,4.19953e-05
0.000664701,0.00157912,3.70383e-05
0.000527242,0.00132447,4.27771e-05
0.000536828,0.00161798,4.44468e-05
0.000793837,0.00114308,5.89789e-05
0.000394544,0.00151483,5.99001e-05
0.000324299,0.000100873,5.19604e-05
9.85207e-05,8.6978e-05,4.36358e-05
0.000647635,0.000224817,5.2769e-05
0.00050704,0.000447344,3.16238e-05
0.000713511,0.000979544,4.76905e-05
8.89956e-05,0.00160705,2.83327e-05
0.000791931,0.000227259,5.35194e-05
0.000193174,0.00155095,4.95913e-05
0.000284837,0.000235753,4.38393e-05
0.000539256,0.000477895,3.69902e-05
0.000392085,0.00142266,3.97689e-05
0.000672938,0.0016739,3.45931e-05
0.000611313,0.000845758,2.67893e-05
0.000769838,0.00150365,4.15806e-05
0.000481141,0.000658602,3.34468e-05
0.000630317,0.000733309,4.10344e-05
6.96164e-05,0.00120249,4.89931e-05
0.000161694,0.0003041,3.40021e-05
0.000331965,0.00129131,4.84538e-05
0.000120328,0.000545786,4.46864e-05
0.000480903,0.00109511,3.94745e-05
0.000586047,0.000170573,4.05667e-05
0.000789098,0.000848585,4.10434e-05
0.000418063,0.00167251,5.2617e-05
0.000621077,0.00102151,3.36696e-05
0.000268856,0.000599363,5.00888e-05
0.000101091,0.00146315,3.72159e-05
0.00066139,0.000791762,4.99219e-05
0.000649798,0.000555102,5.81572e-05
0.000423816,0.00119914,4.50137e-05
6.59505e-05,0.00154817,4.57265e-05
0.000727046,0.000278965,3.53446e-05
0.000153294,0.000182959,4.37974e-05
0.000497617,0.000235266,3.95658e-05
0.000797115,0.000659117,3.65945e-05
0.000512988,0.00106058,1.708e-05
0.000322374,0.00138727,5.42292e-05
0.000198587,0.00010198,4.76819e-05
0.000383067,0.00146602,3.8741e-05
0.00047515,0.00125824,4.78319e-05
0.000214814,0.00049554,4.41109e-05
0.000411164,0.000144632,4.47225e-05
0.000445737,0.000609095,3.70668e-05
0.000572708,0.00110687,4.37932e-05
9.59531e-05,0.00131947,2.28333e-05
0.000285575,0.000893637,4.0368e-05
0.000245474,0.000305299,3.03371e-05
0.000289694,0.00114171,4.57969e-05
0.00075268,0.000546192,1.954e-05
0.000223183,0.00131367,3.76699e-05
0.000601642,0.000678687,4.10052e-05
0.000706849,0.0016649,3.40225e-05
0.00066917,0.000876158,4.26575e-05
6.54472e-05,0.000802746,4.86113e-05
0.000504683,0.000404672,4.87832e-05
6.65498e-05,0.000351015,3.02311e-05
0.000796391,0.00143036,4.15937e-05
0.000783821,0.00104106,3.37634e-05
0.000102494,0.00083016,4.06032e-05
0.000127692,0.00115753,2.58236e-05
6.45211e-05,0.000110603,3.91431e-05
0.000610611,0.00149089,3.33765e-05
0.000576581,0.000757594,1.99941e-05
0.000204025,0.000927286,3.60517e-05
0.000378919,0.00106956,4.19524e-05
0.000438736,0.00136166,3.29335e-05
0.000205563,0.000216992,2.51334e-05
0.000593656,0.000236109,4.76754e-05
0.00035151,0.000651041,3.94345e-05
0.000285758,0.000528331,2.27631e-05
0.000152351,0.000694848,4.86847e-05
0.000709641,0.00160607,2.98464e-05
0.000643302,0.00121662,3.38246e-05
0.000479726,0.0014525,4.39392e-05
0.000356437,0.000924204,3.1028e-05
0.000739563,9.7856e-05,3.25631e-05
0.000500875,0.00053686,3.29938e-05
0.000704981,0.000576884,4.05589e-05
0.000425479,0.000983638,2.68426e-05
7.21834e-05,0.00140533,3.53595e-05
0.000560945,0.00167205,5.18709e-05
0.000721056,0.000146978,3.70102e-05
0.000400763,0.000877828,4.85536e-05
0.000586843,0.000458164,3.46936e-05
0.0004288,0.000349527,4.82377e-05
0.000795886,0.000989248,2.8685e-05
0.000606707,0.00129887,2.7706e-05
0.000689539,0.00142118,3.59234e-05
0.000791556,0.000164499,3.51553e-05
0.000285566,0.000722268,3.11972e-05
0.000755293,0.00147302,2.61677e-05
0.000179191,0.00107269,3.08035e-05
0.000637255,0.000315131,3.2307e-05
0.000339173,0.00149461,2.86606e-05
0.000722506,0.000320654,4.03828e-05
0.000115982,0.000221453,3.42149e-05
0.000241576,0.000220565,4.23646e-05
0.000534596,0.000787554,3.29703e-05
0.000747577,0.00112796,2.87558e-05
6.51189e-05,0.000569964,3.95261e-05
0.000374347,0.00067938,2.82273e-05
0.000796813,0.000802364,4.6619e-05
0.000452853,0.0010641,3.3209e-05
0.000345017,0.00119934,2.60961e-05
0.000154214,0.00137531,3.67861e-05
6.4618e-05,0.000743152,3.05898e-05
0.000596511,0.000816514,3.18889e-05
0.000455736,0.00043653,3.451e-05
0.000657044,0.00134251,3.97873e-05
0.000656302,0.000380385,3.22613e-05
0.000709417,0.00147459,5.341e-05
0.000352811,0.00112312,4.05032e-05
5.54765e-05,0.000661351,2.52693e-05
0.000362982,0.000472611,3.08123e-05
0.000215341,0.00108196,4.07504e-05
0.000360589,0.00140451,2.30004e-05
5.79714e-05,0.00159886,2.85404e-05
0.000488748,0.00121969,3.01166e-05
0.000423128,0.000273455,1.96456e-05
0.000357942,0.000179621,2.88721e-05
0.000486123,0.000812393,4.09562e-05
0.000389964,0.00125084,3.4949e-05
0.000491294,0.00129923,3.87643e-05
0.000217873,0.00160463,3.22694e-05
0.000595948,0.000637156,3.00514e-05
0.000624444,0.00145234,3.25931e-05
0.000719555,0.00127099,2.78791e-05
0.000366507,0.00155565,3.53871e-05
0.000325003,0.00104417,4.28157e-05
0.00033504,0.00134202,3.7506e-05
6.23733e-05,0.000319008,3.28528e-05
6.38074e-05,0.00135561,4.196e-05
5.47378e-05,0.00166016,2.82587e-05
0.000609981,0.000914383,4.34401e-05
0.000342632,0.000265701,3.48509e-05
0.000464679,0.000567842,3.35366e-05
0.00015396,0.000648954,4.12845e-05
0.000663529,0.000980168,4.12597e-05
0.000478461,0.0016687,2.17944e-05
0.000575032,0.00131057,3.53397e-05
0.000711555,0.00157629,2.62863e-05
0.000759694,0.0006452,2.24636e-05
0.000608449,0.00038561,1.96286e-05
6.38188e-05,0.00148936,3.8006e-05
0.00026595,0.000275938,3.05538e-05
0.000717473,0.00123538,3.8485e-05
0.000575031,0.000346591,3.46309e-05
0.000654017,0.000836398,2.80856e-05
0.000793736,0.00147367,2.98214e-05
0.000284463,0.00154251,2.52371e-05
0.000277975,0.000820285,2.38397e-05
0.000541696,0.000365731,3.56095e-05
0.000384507,0.000498102,2.74115e-05
0.00039113,0.000176072,2.85312e-05
0.000796965,0.00158428,4.01383e-05
0.0001372,0.000148971,1.91299e-05
0.000666207,0.000499733,3.7003e-05
0.000235253,0.00142792,2.78637e-05
0.00029833,0.0012599,3.73268e-05
0.000742657,0.000423283,3.25162e-05
0.000254018,0.0015472,3.23526e-05
0.000462565,8.41519e-05,3.88455e-05
0.000404316,0.00162183,3.25931e-05
0.000469365,0.0015824,3.38762e-05
5.48025e-05,0.00115959,2.04068e-05
0.000439023,0.000669691,2.22679e-05
0.000615762,0.000134078,3.50812e-05
0.000786532,0.00119343,1.78368e-05
0.000310616,0.000913139,1.87881e-05
0.000526747,0.00137326,3.79149e-05
0.000709403,0.00120673,2.07207e-05
0.000379295,0.00059492,4.05427e-05
0.000534912,0.00119754,3.07001e-05
0.000459501,0.00152956,3.50565e-05
0.000688152,0.00152478,2.11082e-05
0.000512807,0.000274734,2.55777e-05
0.000121324,0.000502701,3.33584e-05
0.000453456,0.000918692,3.69565e-05
0.000630486,0.00152447,3.72832e-05
0.000185211,0.00136135,2.57762e-05
0.00012651,0.0013023,3.61941e-05
0.000506343,0.000769898,2.86938e-05
0.00011286,0.000979295,2.51694e-05
0.000619546,0.00125646,2.81785e-05
0.000143564,0.000835281,4.09582e-05
0.000626063,0.000626263,2.61687e-05
7.34201e-05,0.000218033,3.44457e-05
0.000581327,0.000858915,3.69456e-05
0.000416344,0.00127885,1.94399e-05
0.000410147,0.00105824,1.7173e-05
0.000463269,0.000885167,2.97726e-05
0.000567878,0.000977889,2.26356e-05
0.000324245,0.00116764,3.8389e-05
0.000125476,0.00148389,2.13671e-05
0.000614573,0.00161455,3.08108e-05
0.000265992,0.000513774,2.14691e-05
0.000315322,0.000660041,3.01564e-05
0.000281967,0.000757102,2.84506e-05
0.000457813,0.000976928,2.48143e-05
0.000139358,0.000994959,2.10456e-05
0.000795111,0.00163632,3.0596e-05
0.000495391,0.000129718,3.23049e-05
0.000179726,0.00046881,3.1387e-05
0.000689527,8.37342e-05,2.22436e-05
0.000544668,0.00129317,2.73081e-05
0.000752562,0.000514712,2.00968e-05
0.000231955,0.00157165,3.1616e-05
0.000531287,0.00103321,3.09441e-05
0.000461548,0.00120685,2.18845e-05
0.000289342,0.000425787,3.55379e-05
0.000326453,0.000974684,3.36088e-05
0.000352613,0.000560664,3.02294e-05
0.000759598,0.00157499,2.11506e-05
9.90937e-05,0.000311624,3.06073e-05
0.000147553,0.00126532,2.26048e-05
0.000191069,0.00080255,1.80798e-05
0.000263602,0.00109855,1.15616e-05
0.000795788,0.000329539,3.7907e-05
0.000414559,0.000426342,1.81209e-05
5.6948e-05,0.000472192,2.92993e-05
0.000499471,0.0016108,2.58237e-05
0.000136186,7.32226e-05,2.15677e-05
0.000525511,0.000677898,2.01022e-05
0.000222661,0.00117371,2.60828e-05
0.000126023,0.00134123,2.51545e-05
0.000428202,0.000305871,2.64736e-05
0.000772492,0.000890107,2.01737e-05
0.000342999,0.000773936,2.73598e-05
5.70981e-05,0.000149351,3.05044e-05
0.000746655,7.27346e-05,1.93244e-05
5.66352e-05,0.000908971,2.40204e-05
5.18154e-05,0.000431671,1.78408e-05
5.8869e-05,0.000962602,2.44985e-05
0.000559592,0.000148963,2.48129e-05
0.000291138,0.000489431,2.91794e-05
0.000380112,0.0012104,3.04375e-05
0.000789402,0.000531489,1.66154e-05
0.000580265,0.000790803,2.60467e-05
0.000224487,0.00146584,3.5012e-05
0.000342703,0.00106631,1.30489e-05
0.000305122,0.00068365,2.05025e-05
9.70472e-05,0.00134217,9.24896e-06
8.45588e-05,0.000723162,2.45611e-05
0.000194153,0.000197663,1.77082e-05
0.000674263,0.000466681,2.43673e-05
0.000475451,0.00100745,3.07319e-05
0.000521449,0.0014669,2.63803e-05
0.000222571,0.000837146,2.87372e-05
0.000430221,0.00158905,1.64997e-05
0.000264828,0.00033768,2.72915e-05
8.36686e-05,0.00116736,2.48981e-05
0.000405252,0.00114767,3.38458e-05
0.000245271,0.000416434,2.82372e-05
0.000582284,0.00104214,2.0946e-05
0.000570257,0.000659817,3.01258e-05
0.000113876,0.000400501,3.46037e-05
0.000727971,0.00081191,1.78963e-05
0.00057828,0.000939721,2.51658e-05
0.000751779,0.000488891,2.65159e-05
0.000206081,0.00125517,1.53585e-05
0.000531441,0.000135844,3.14488e-05
0.000503047,0.000940483,1.59271e-05
0.000770941,0.000526152,2.10837e-05
0.000467828,0.00053458,2.54646e-05
0.000206784,0.00151546,2.21917e-05
0.000643936,0.000348124,2.04717e-05
0.000239356,0.000683698,1.51689e-05
0.000577318,7.68923e-05,2.57182e-05
0.000257325,0.000893687,1.40164e-05
0.000632388,0.000398716,2.29528e-05
0.000581023,0.000731398,2.85285e-05
0.000589331,0.00142739,2.67834e-05
0.000529956,0.000522636,2.95143e-05
5.78266e-05,0.00125887,3.11959e-05
0.000519709,0.000868452,2.71058e-05
0.000525593,0.000894406,1.80714e-05
0.000503396,0.000154524,1.66826e-05
0.000690277,0.00155905,2.09829e-05
0.000237322,0.000621529,2.4484e-05
0.000282782,0.000563722,1.77152e-05
0.000589829,0.000314023,3.08873e-05
0.000193219,0.000894599,1.16781e-05
0.000563407,0.000615019,2.70081e-05
0.000735007,0.00158174,2.06263e-05
0.000720829,0.0010281,1.56726e-05
0.000101896,0.00142991,2.72811e-05
0.000659698,0.00105755,3.34895e-05
0.000198061,0.000366263,1.83369e-05
0.000188585,0.000169852,1.82547e-05
0.000646609,0.00160843,2.89634e-05
0.000643895,0.00114828,2.41858e-05
0.000376637,0.00111318,1.09153e-05
0.000193512,0.000292375,2.63327e-05
0.000142861,0.00123555,2.46581e-05
0.000449344,0.000646106,2.82457e-05
0.00042029,0.00144715,2.98895e-05
0.000792905,0.00095377,2.23115e-05
0.000239149,0.00092405,3.01473e-05
0.000135162,0.000930377,2.65e-05
0.000435605,0.000503685,1.89845e-05
9.01743e-05,0.00157496,2.34533e-05
0.000796761,0.000690943,2.47103e-05
0.000184681,0.000772143,2.87213e-05
0.000645047,0.000140982,1.61473e-05
0.000172942,0.00110715,2.4523e-05
0.000633111,0.00130786,2.04209e-05
0.000572428,0.00162648,2.85332e-05
0.000194443,0.00133177,2.71387e-05
0.000691926,0.001312,2.36721e-05
0.000652927,0.000122182,1.78993e-05
0.000644966,0.0007595,1.78141e-05
0.000738967,0.00155984,1.50191e-05
0.000627433,0.000817068,2.6485e-05
0.000796848,0.000606776,2.98595e-05
0.000162315,7.78698e-05,2.85612e-05
0.000150693,0.00104116,1.82771e-05
0.000549487,0.00157931,8.40125e-06
0.000293391,0.000853977,1.89143e-05
0.00020079,0.00162889,2.41813e-05
0.000536256,0.000228507,3.04629e-05
0.000699737,0.000798319,2.59939e-05
5.71972e-05,0.000637982,2.06042e-05
0.000233728,0.000667806,1.38444e-05
0.000168091,0.000723799,1.28622e-05
0.00023615,0.000281178,1.56911e-05
0.000701976,0.000908714,2.21654e-05
0.000151288,0.000333698,2.22702e-05
0.000559721,0.00077463,2.13324e-05
0.000714439,0.00117778,6.59086e-07
0.000371186,0.00134102,2.71609e-05
0.000601995,0.000556861,2.15939e-05
0.000182238,0.000983478,1.94356e-05
0.0001913,0.000680002,1.32534e-05
4.78627e-05,0.000413675,1.34016e-05
0.000225775,0.00153486,1.73916e-05
0.000238199,0.00140804,1.08016e-05
0.000576356,0.00107067,2.05175e-05
0.000347783,0.000959208,1.77791e-05
0.0003072,0.00162149,1.42629e-05
0.000132357,0.000474701,2.14221e-05
0.000236712,0.000116926,2.80748e-05
0.00022134,0.000557565,2.31645e-05
0.00046419,0.000681391,1.66509e-05
5.34296e-05,0.00094089,1.72075e-05
0.000539392,0.00149045,2.15718e-05
0.000665853,0.00144404,2.6217e-05
0.000125298,0.000114161,2.21438e-05
0.000211937,0.000456975,2.26133e-05
0.000588414,0.000763858,5.89207e-06
0.000528611,0.000912762,1.8511e-05
0.000129881,0.00145801,1.99932e-05
0.000311788,0.000522116,2.09228e-05
0.00073892,0.00139164,2.19278e-05
0.000217448,0.000298735,2.21852e-05
0.000755317,0.000855225,1.65334e-05
0.000113466,0.000704714,2.95826e-05
0.000309383,0.000261193,2.40497e-05
0.000699614,0.00070258,2.34721e-05
0.000706268,0.000192875,2.80645e-05
5.06583e-05,0.000765559,2.04971e-05
0.000795078,0.000720415,2.48664e-05
0.000360276,7.85168e-05,2.58388e-05
0.000477711,0.000419834,1.30041e-05
5.1658e-05,0.000452875,4.8056e-06
5.47325e-05,0.00163317,2.5056e-05
0.000438699,0.000412566,1.444e-05
0.000177203,0.000670633,1.10205e-05
5.09228e-05,0.00138532,1.83193e-05
0.000350136,0.000363359,1.63203e-05
0.000559199,0.00134045,2.82441e-05
0.000327943,0.00167231,2.63957e-05
0.000752872,0.000884571,1.06299e-05
0.000177548,0.00119694,2.29069e-05
0.000755622,0.00105235,2.56799e-05
0.000722916,7.91659e-05,1.42197e-05
8.3408e-05,0.000658023,2.9365e-05
0.000444875,0.000950803,1.76732e-05
0.000523161,0.00121496,6.59713e-06
0.000754344,0.000149563,1.58931e-05
0.000644667,0.00101196,1.52417e-05
0.000327171,0.00034934,2.36431e-05
0.000793742,0.000889943,2.02518e-05
0.000755015,0.000324043,1.58035e-05
0.000751941,0.000251934,2.47995e-05
0.000240876,0.000519854,1.77114e-05
0.00018117,0.000612996,2.25842e-05
0.000667384,7.42283e-05,2.44091e-05
0.000788446,0.00126444,1.74293e-05
0.000222226,0.000434952,2.35133e-05
0.000474315,0.000114804,1.88349e-05
0.000135603,0.000318581,1.9331e-05
0.000499219,0.000570136,2.38169e-05
0.000554001,0.00122676,2.48633e-05
0.000140952,0.000123954,1.33644e-05
0.000757899,0.000454642,1.5133e-05
5.53139e-05,0.000285461,2.77171e-05
0.000591687,9.98088e-05,9.29283e-06
5.09493e-05,0.000203738,1.4232e-05
0.000416149,0.000605581,2.13676e-05
0.000361068,0.0015218,6.38344e-06
0.000100925,0.000577321,2.8281e-05
5.42097e-05,0.000608745,2.80565e-05
0.00010547,0.000799063,2.03184e-05
0.000547192,0.00098704,2.15559e-05
0.00030225,0.000464952,1.81505e-05
0.000411018,0.0013384,2.95725e-05
0.000192915,0.000710273,2.31908e-05
0.000261755,0.000133977,2.0211e-05
0.000621818,0.001281,1.81295e-05
0.000330183,0.00014059,2.77419e-05
0.000266797,0.00122146,1.41408e-05
0.000297635,0.000626525,2.5746e-05
0.000510257,0.00030171,2.72799e-05
0.000233657,0.00138083,1.4315e-05
0.000558137,0.000501688,1.67457e-05
0.000419676,0.000760999,2.07155e-05
0.000103472,0.000368383,2.39791e-05
0.000142926,0.00167001,2.27568e-05
0.000491832,0.0013955,2.25005e-05
0.00053877,0.000612013,1.08594e-05
0.000537302,0.000440141,2.52887e-05
0.000437604,0.000797904,9.99946e-06
6.70688e-05,0.00084067,1.54004e-05
0.00036579,0.00127237,1.98163e-05
0.000767967,0.000470411,1.66974e-05
0.000511217,0.000662893,1.9521e-05
0.000548987,0.000674362,9.05395e-06
0.00042781,0.00105857,1.69017e-05
0.000604523,0.00123078,2.14221e-05
